lemma,pos,cefr_level,frequency_rank
самодельный,adj,B2,7527
шестеро,num,A2,7528
средства массовой информации,mwe,B1,7529
изгиб,n,C1,7530
взаимоотношения,n,B2,7531
волосатый,adj,B2,7532
перевозить,v,B2,7533
желательный,adv,B2,7534
истекать,v,B2,7535
беспрецедентный,adj,C1,7536
тридцатый,num,A2,7537
вонять,v,B2,7538
непредвиденный,adj,C1,7539
добросовестный,adj,B2,7540
развлекать,v,B2,7541
дельфин,n,B2,7542
прослушивание,n,C1,7543
критически,adv,B2,7544
похищение,n,B2,7545
стационарный,adj,B2,7546
им,pron,A1,7547
сигнализация,n,B1,7548
транзит,n,B1,7549
знакомить,v,B2,7550
надоедать,v,B1,7551
взрывной,adj,B2,7552
аксессуар,n,B2,7553
второе,n,A2,7554
пианино,n,A2,7555
девятнадцать,num,A1,7556
премьер-министр,n,A2,7557
вышеупомянутый,adj,C2,7558
тесть,n,B1,7559
удовлетворительный,adj,B1,7560
националистический,adj,C1,7561
стирка,n,B1,7562
люстра,n,B2,7563
несуществующий,adj,B2,7564
позавчера,adv,A2,7565
реферат,n,B2,7566
застройка,n,C2,7567
уловка,n,C2,7568
физкультура,n,B2,7569
застой,n,C1,7570
дискомфорт,n,B2,7571
натыкаться,v,C1,7572
канун,n,C2,7573
мультфильм,n,A2,7574
продление,n,B1,7575
разворачивать,v,B1,7576
арендовать,v,A2,7577
наушники,n,B1,7578
сосиска,n,A1,7579
руины,n,C1,7580
активизировать,v,B2,7581
существительное,n,B2,7582
невестка,n,B1,7583
сексуальность,n,B2,7584
ликовать,v,C2,7585
прославиться,v,B2,7586
выходка,n,C2,7587
зародыш,n,B2,7588
несовершенный,adj,A2,7589
вождение,n,B2,7590
усаживаться,v,B2,7591
онлайн,adj,B1,7592
недействительный,adj,B2,7593
загружать,v,B2,7594
выгонять,v,B2,7595
любительский,adj,B2,7596
империализм,n,C1,7597
вице-президент,n,B2,7598
гнаться,v,B2,7599
гуманный,adj,B2,7600
риторический,adj,C2,7601
батарейка,n,A2,7602
набираться,v,C2,7603
запор,n,B2,7604
практичный,adj,B2,7605
захватчик,n,C1,7606
хоккей,n,A1,7607
егэ,n,B2,7608
грешить,v,C1,7609
кратковременный,adj,B2,7610
спотыкаться,v,C1,7611
великолепие,n,C2,7612
спекуляция,n,C1,7613
земледелие,n,B2,7614
досье,n,C1,7615
ловкость,n,C1,7616
пересадка,n,B2,7617
проституция,n,B2,7618
кубический,adj,B2,7619
практиковаться,v,B1,7620
гинеколог,n,C1,7621
карикатура,n,B2,7622
булочка,n,A2,7623
провозглашать,v,C1,7624
пропагандировать,v,C1,7625
допрашивать,v,B2,7626
ангар,n,C1,7627
вырывать,v,C1,7628
бардак,n,C2,7629
геноцид,n,B2,7630
графа,n,B2,7631
затягиваться,v,C1,7632
антибиотик,n,B1,7633
доносить,v,B2,7634
рассеянный,adj,B2,7635
макароны,n,A1,7636
приставка,n,A2,7637
соревноваться,v,A2,7638
запоминаться,v,B2,7639
гигиена,n,B1,7640
хвастаться,v,B2,7641
макет,n,B2,7642
выдох,n,B1,7643
морковь,n,A1,7644
стричь,v,B1,7645
борщ,n,A2,7646
улавливать,v,C1,7647
въезжать,v,A2,7648
парикмахер,n,B1,7649
потный,adj,B2,7650
раздача,n,C1,7651
влезать,v,B2,7652
избавляться,v,B2,7653
транслировать,v,B2,7654
разбиваться,v,B1,7655
набивать,v,C2,7656
семестр,n,B1,7657
парковка,n,B1,7658
наводнение,n,B2,7659
калория,n,B2,7660
держатель,n,C1,7661
народность,n,C1,7662
тайм,n,B2,7663
гасить,v,B1,7664
аванс,n,B2,7665
навигация,n,C2,7666
гостеприимство,n,B1,7667
татуировка,n,B2,7668
лишаться,v,C1,7669
завязывать,v,B1,7670
оптика,n,B2,7671
взрывать,v,B1,7672
диалект,n,B2,7673
кашлять,v,A2,7674
кинофильм,n,A2,7675
выбивать,v,C2,7676
шестидесятый,num,A2,7677
усмехаться,v,C1,7678
взрывчатка,n,B2,7679
святилище,n,C2,7680
советоваться,v,B1,7681
канализация,n,C1,7682
пирожное,n,A1,7683
притязание,n,C2,7684
вакцина,n,C1,7685
расставлять,v,B1,7686
залезать,v,B2,7687
переворачивать,v,B2,7688
припоминать,v,C2,7689
жемчужина,n,B2,7690
пила,v,C1,7691
копить,v,B2,7692
телекоммуникационный,adj,B2,7693
лживый,adj,B2,7694
рентабельность,n,B2,7695
сканер,n,B2,7696
астма,n,B2,7697
вставка,n,B2,7698
датировать,v,B2,7699
финиш,n,B2,7700
износ,n,C1,7701
корреспонденция,n,B2,7702
прямоугольник,n,B2,7703
замерзать,v,A2,7704
рулить,v,B2,7705
разделяться,v,B2,7706
влажность,n,B2,7707
реализовывать,v,B2,7708
азбука,n,A1,7709
фейерверк,n,B2,7710
прорываться,v,C1,7711
дружелюбный,adj,B1,7712
стрижка,n,B1,7713
вышестоящий,adj,C1,7714
пытать,v,C1,7715
рыться,v,C2,7716
генерировать,v,B2,7717
отыскивать,v,C1,7718
кассир,n,A1,7719
всесторонний,adj,B2,7720
куратор,n,C1,7721
местоположение,n,C1,7722
злоупотреблять,v,B2,7723
мирской,adj,C1,7724
подписываться,v,B2,7725
принуждать,v,B2,7726
семидесятый,num,A2,7727
в глубине души,mwe,C2,7728
эскалатор,n,A1,7729
упрямство,n,B2,7730
горевать,v,C1,7731
обобщать,v,C1,7732
спонтанный,adj,C1,7733
одноразовый,adj,A2,7734
в прошлый раз,mwe,B2,7735
чеснок,n,A1,7736
галочка,n,A2,7737
беглец,n,B2,7738
подчинять,v,C2,7739
предпочтительный,adj,C1,7740
карабкаться,v,C2,7741
йогурт,n,A1,7742
систематически,adv,B2,7743
парикмахерская,n,A2,7744
преобладание,n,B2,7745
истощение,n,C1,7746
возмездие,n,C2,7747
вскрывать,v,B2,7748
пожизненный,adj,B2,7749
поручать,v,B2,7750
крестить,v,C1,7751
хирургия,n,B2,7752
динозавр,n,B2,7753
подхватывать,v,C1,7754
предчувствовать,v,B2,7755
иудаизм,n,B1,7756
подключать,v,B2,7757
авторство,n,C1,7758
расовый,adj,B2,7759
стюардесса,n,B1,7760
погружать,v,B2,7761
благоустройство,n,C1,7762
бабки,n,B1,7763
испортиться,v,B1,7764
терпимость,n,C1,7765
ухудшаться,v,B1,7766
ссуда,n,C1,7767
суеверие,n,B2,7768
терапевтический,adj,C1,7769
ударять,v,B1,7770
ограбление,n,B2,7771
пицца,n,A1,7772
суверенный,adj,C1,7773
пешеходный,adj,A1,7774
антисемитизм,n,C1,7775
дождливый,adj,B1,7776
полугодие,n,B2,7777
отключать,v,B1,7778
неисправность,n,B1,7779
нюхать,v,B1,7780
сыпать,v,B2,7781
заезжать,v,B2,7782
бойня,n,B2,7783
приучать,v,C1,7784
утрачивать,v,C1,7785
чесать,v,B2,7786
угадывать,v,B1,7787
лен,n,B2,7788
дробь,n,B1,7789
десерт,n,A2,7790
кровотечение,n,B1,7791
пари,n,B2,7792
ускорять,v,B2,7793
топтать,v,C1,7794
кукуруза,n,B2,7795
гостеприимный,adj,B1,7796
вкладчик,n,B2,7797
соискатель,n,B2,7798
картон,n,B2,7799
хостинг,n,B2,7800
завоевывать,v,B2,7801
восьмидесятый,num,A2,7802
общительный,adj,B1,7803
простуда,n,B1,7804
бинт,n,A2,7805
аттракцион,n,B2,7806
выключатель,n,A1,7807
конкурентоспособный,adj,B2,7808
ослаблять,v,B2,7809
росток,n,B2,7810
враждебность,n,B2,7811
бестолковый,adj,C2,7812
гель,n,A1,7813
семеро,num,B1,7814
спикер,n,B2,7815
целиться,v,C1,7816
пинать,v,C2,7817
расходовать,v,B2,7818
откликаться,v,C1,7819
заглавие,n,A2,7820
пересказывать,v,A2,7821
шестьсот,num,A1,7822
заграница,n,C1,7823
членство,n,B2,7824
приватизировать,v,C1,7825
распродажа,n,A2,7826
головокружение,n,B2,7827
портативный,adj,B2,7828
творог,n,B1,7829
упрощать,v,B2,7830
сметана,n,A1,7831
сенсорный,adj,B2,7832
фаворит,n,C2,7833
аплодировать,v,B1,7834
донос,n,B2,7835
реструктуризация,n,C1,7836
проблематичный,adj,C1,7837
рассчитываться,v,B2,7838
анальный,adj,C1,7839
комикс,n,A2,7840
противопоставлять,v,C1,7841
несогласие,n,B2,7842
забрасывать,v,C1,7843
локализация,n,C2,7844
табу,n,B2,7845
мерзнуть,v,B1,7846
мерить,v,B1,7847
атмосферный,adj,B2,7848
обвал,n,C1,7849
спортзал,n,A2,7850
донор,n,B2,7851
разводиться,v,A2,7852
мочить,v,B1,7853
еженедельник,n,B2,7854
мандат,n,C1,7855
пресный,adj,B1,7856
вдвойне,adv,C1,7857
девятнадцатый,num,A2,7858
каток,n,B1,7859
обновлять,v,B2,7860
гравитация,n,B2,7861
баскетбол,n,A1,7862
выкидывать,v,A2,7863
семерка,n,B1,7864
расследовать,v,B2,7865
посредничество,n,C1,7866
рвение,n,C2,7867
капюшон,n,B2,7868
хуй,n,B2,7869
бутик,n,B2,7870
недооценивать,v,B2,7871
иронический,adj,B2,7872
отправитель,n,A1,7873
ветеринар,n,B2,7874
дебют,n,C1,7875
детеныш,n,C1,7876
семнадцатый,num,A2,7877
аська,n,B2,7878
закреплять,v,B2,7879
стажировка,n,B2,7880
усыпать,v,B2,7881
рвота,n,B2,7882
тестировать,v,B2,7883
предавать,v,B2,7884
разбрасывать,v,C1,7885
присваивать,v,B2,7886
цемент,n,C1,7887
девяностый,num,A2,7888
трудолюбивый,adj,B1,7889
сушить,v,B1,7890
засовывать,v,C1,7891
купальник,n,A2,7892
взвешивать,v,B1,7893
гольф,n,B1,7894
усваивать,v,B2,7895
жребий,n,C2,7896
загорать,v,B1,7897
удерживаться,v,B2,7898
компетентность,n,B2,7899
стеллаж,n,B2,7900
предостережение,n,C1,7901
акцентировать,v,C2,7902
дилемма,n,C2,7903
в прямом эфире,mwe,B1,7904
реалистический,adj,C1,7905
девственница,n,C1,7906
зной,n,B2,7907
классифицировать,v,B2,7908
равномерный,adj,B2,7909
списывать,v,B2,7910
лицемерие,n,B2,7911
отображать,v,C1,7912
сотый,num,A2,7913
человечность,n,B2,7914
чудесно,adv,B1,7915
предубеждение,n,C1,7916
аномалия,n,B2,7917
пятидесятый,num,A2,7918
нестерпимый,adj,C1,7919
антикварный,adj,B2,7920
метеорит,n,B2,7921
электрик,n,B2,7922
выносливость,n,B2,7923
катать,v,B2,7924
непогода,n,C1,7925
консенсус,n,C2,7926
зонт,n,A2,7927
равноправие,n,B2,7928
предотвращать,v,B2,7929
втягивать,v,C1,7930
нажим,n,B2,7931
умываться,v,A1,7932
шампунь,n,A1,7933
персик,n,B1,7934
изготавливать,v,B2,7935
иммиграция,n,B2,7936
перемещать,v,B2,7937
девятьсот,num,A1,7938
наезжать,v,C1,7939
налаживать,v,C1,7940
суматоха,n,C2,7941
смс,n,A2,7942
обрушиваться,v,C1,7943
произвольно,adv,C1,7944
координировать,v,B2,7945
кальций,n,C1,7946
воздерживаться,v,B2,7947
пробуждать,v,C2,7948
переделывать,v,B2,7949
мятежник,n,C1,7950
свекла,n,A2,7951
прилагательное,n,A2,7952
в общей сложности,mwe,B2,7953
оптимистический,adj,B2,7954
вращать,v,B1,7955
девятка,n,B1,7956
клик,n,B2,7957
квас,n,B1,7958
царствовать,v,C2,7959
пижама,n,A1,7960
оканчивать,v,B2,7961
отделяться,v,B2,7962
кавычка,n,A2,7963
клубника,n,A2,7964
закуривать,v,B1,7965
худеть,v,B2,7966
осмеливаться,v,C1,7967
лифчик,n,A1,7968
хрусталь,n,B2,7969
спазм,n,B2,7970
бриться,v,A1,7971
награждать,v,B1,7972
инвалидность,n,B2,7973
столбец,n,B2,7974
империалистический,adj,C1,7975
сваливать,v,C1,7976
падеж,n,A1,7977
конфиденциальный,adj,B2,7978
экспортировать,v,B2,7979
модернизировать,v,B2,7980
распахивать,v,C1,7981
вычислять,v,B2,7982
застывать,v,B2,7983
матовый,adj,B2,7984
понос,n,A2,7985
кокаин,n,B2,7986
вдребезги,adv,C2,7987
наследовать,v,B2,7988
свинина,n,A1,7989
мазать,v,B2,7990
процессуальный,adj,C1,7991
миллионный,num,A2,7992
круглосуточный,adj,B2,7993
черновик,n,B1,7994
сороковой,num,A2,7995
четырнадцатый,num,A2,7996
вратарь,n,B1,7997
расизм,n,B2,7998
вмещать,v,B2,7999
сливочный,adj,A2,8000
инсульт,n,B2,8001
подслушивать,v,C1,8002
подготавливать,v,B1,8003
дизель,n,C1,8004
насморк,n,A2,8005
обрезание,n,C2,8006
смягчать,v,C2,8007
тринадцатый,num,A2,8008
храпеть,v,B2,8009
пятнадцатый,num,A2,8010
потеть,v,B1,8011
озноб,n,B2,8012
восемнадцатый,num,A2,8013
дымить,v,C1,8014
конфискация,n,C1,8015
шестнадцатый,num,A2,8016
перехватывать,v,C1,8017
головоломка,n,B2,8018
категорический,adj,C1,8019
перекладина,n,C2,8020
вычет,n,B2,8021
воздержание,n,C1,8022
консультативный,adj,C1,8023
тушить,v,B2,8024
вторгаться,v,C1,8025
реакционный,adj,C1,8026
гетто,n,C1,8027
пизда,n,B2,8028
юзер,n,B1,8029
гласный,adj,A1,8030
аббревиатура,n,B2,8031
программировать,v,B1,8032
извещение,n,B2,8033
задумывать,v,B2,8034
прикреплять,v,B1,8035
обосновывать,v,B2,8036
гепатит,n,B2,8037
честолюбие,n,B2,8038
униформа,n,B2,8039
сотка,n,C2,8040
передвигать,v,B1,8041
резюмировать,v,B2,8042
холостяк,n,B2,8043
немка,n,A1,8044
бодрствовать,v,B1,8045
оптимистичный,adj,B2,8046
кинематографический,adj,C1,8047
распускать,v,C1,8048
раздевалка,n,B2,8049
экономичный,adj,B2,8050
продуктивность,n,B2,8051
эколог,n,B2,8052
заворачивать,v,A2,8053
напиваться,v,B2,8054
удостоверять,v,B2,8055
ингредиент,n,C1,8056
автоответчик,n,B1,8057
наниматель,n,C1,8058
венчать,v,C2,8059
фармацевтический,adj,B2,8060
простудиться,v,B1,8061
избавлять,v,C1,8062
разливаться,v,B2,8063
причастие,n,A2,8064
арестовывать,v,B2,8065
зажимать,v,B2,8066
доживать,v,C1,8067
позапрошлый,adj,B1,8068
менструация,n,B2,8069
апелляция,n,C1,8070
вопросительный,adj,A1,8071
брызгать,v,B2,8072
расстраивать,v,B2,8073
председательство,n,B2,8074
аргументировать,v,B2,8075
дотация,n,B2,8076
заверять,v,B2,8077
ожирение,n,B2,8078
невежественный,adj,C2,8079
покрышка,n,B2,8080
дисциплинарный,adj,C1,8081
честолюбивый,adj,B2,8082
вовлекать,v,C2,8083
местоимение,n,A1,8084
эмбрион,n,B2,8085
ратификация,n,C1,8086
сковорода,n,A2,8087
многоэтажный,adj,A2,8088
копченый,adj,B2,8089
приземляться,v,A2,8090
консультирование,n,B2,8091
заваливать,v,C2,8092
благоприятствовать,v,C2,8093
маркировка,n,B2,8094
продумывать,v,B2,8095
сноска,n,B2,8096
заговаривать,v,B1,8097
кило,n,A1,8098
логин,n,B1,8099
покорять,v,C2,8100
обусловливать,v,C1,8101
комбинировать,v,C1,8102
сливать,v,C1,8103
увольнять,v,B1,8104
сосуществовать,v,C1,8105
фитнес,n,A2,8106
млекопитающее,n,B2,8107
чередование,n,B2,8108
дыня,n,A2,8109
придираться,v,C2,8110
эластичный,adj,B2,8111
усердный,adj,B2,8112
умышленный,adj,C1,8113
застревать,v,B2,8114
круиз,n,B2,8115
концентрировать,v,C1,8116
семьсот,num,A1,8117
ксенофобия,n,B2,8118
женственный,adj,B2,8119
крытый,adj,C1,8120
исчерпывать,v,B2,8121
импортировать,v,B2,8122
суффикс,n,B2,8123
маршировать,v,C2,8124
напоказ,adv,C2,8125
противодействовать,v,C2,8126
ясли,n,B1,8127
зажиточный,adj,C2,8128
подбадривать,v,B2,8129
осадки,n,B1,8130
взрослеть,v,B1,8131
брать на себя,mwe,C1,8132
экстремист,n,C1,8133
мять,v,C1,8134
штатский,adj,C2,8135
страховать,v,B1,8136
извещать,v,B2,8137
посыльный,n,C2,8138
префектура,n,B2,8139
волейбол,n,A1,8140
тюбик,n,B1,8141
щипать,v,C2,8142
восемьсот,num,A1,8143
буханка,n,B2,8144
самоуверенность,n,B2,8145
умножать,v,A2,8146
пластмасса,n,B2,8147
аллергический,adj,B1,8148
помост,n,C2,8149
гомосексуализм,n,B2,8150
ввозить,v,B2,8151
клеить,v,B1,8152
библиография,n,B2,8153
засуха,n,B2,8154
разоружение,n,B2,8155
автострада,n,B2,8156
режиссура,n,C1,8157
ассоциировать,v,B2,8158
мандарин,n,A2,8159
обоняние,n,B2,8160
гвоздика,n,C1,8161
алиби,n,B2,8162
угнетение,n,C1,8163
транскрипция,n,A1,8164
приоткрывать,v,B2,8165
сленг,n,B2,8166
гипертония,n,B2,8167
гомосексуальный,adj,B1,8168
оса,n,B2,8169
сиська,n,B2,8170
воззвание,n,C2,8171
раскаиваться,v,B2,8172
вето,n,C1,8173
согласовывать,v,C1,8174
банкнота,n,B2,8175
аннулировать,v,B2,8176
бесшумный,adj,B2,8177
как бы ни,mwe,C1,8178
санкционировать,v,C1,8179
чаевые,n,A2,8180
суммировать,v,B2,8181
подметать,v,B2,8182
пресс-конференция,n,B2,8183
моросить,v,B2,8184
холестерин,n,B2,8185
заставать,v,B2,8186
настенный,adj,B2,8187
созревать,v,C1,8188
онанизм,n,C1,8189
тысячный,num,A2,8190
выздоравливать,v,B1,8191
намечать,v,B2,8192
возбуждаться,v,C1,8193
бюстгальтер,n,B1,8194
образовываться,v,B2,8195
надрываться,v,C2,8196
позже,adj,A2,8197
приподнимать,v,B2,8198
молоть,v,B2,8199
порнографический,adj,B2,8200
циркулировать,v,B2,8201
ту,pron,A1,8202
продлевать,v,B1,8203
опрокидывать,v,B2,8204
реформировать,v,B2,8205
чертить,v,B2,8206
зависать,v,B2,8207
повествовательный,adj,B2,8208
съезжать,v,B2,8209
унывать,v,C2,8210
боулинг,n,B1,8211
сосредоточиваться,v,B2,8212
консультировать,v,B1,8213
вышивать,v,B2,8214
женить,v,C1,8215
отвозить,v,A2,8216
переспрашивать,v,A2,8217
выдыхать,v,B1,8218
восклицательный,adj,A1,8219
застежка,n,B1,8220
возобновлять,v,B2,8221
мочиться,v,B2,8222
связный,adj,B2,8223
опрашивать,v,B2,8224
укрывать,v,B2,8225
втыкать,v,C2,8226
пластырь,n,A2,8227
основывать,v,B2,8228
дискутировать,v,C1,8229
ранимый,adj,C1,8230
смайлик,n,B1,8231
банкомат,n,A1,8232
высасывать,v,B2,8233
по-старому,adv,B2,8234
сортировать,v,B2,8235
столяр,n,B2,8236
прописывать,v,B1,8237
преуспевать,v,B2,8238
префект,n,B2,8239
аккаунт,n,B1,8240
жалюзи,n,A2,8241
хладнокровный,adj,B2,8242
растрогать,v,C1,8243
затыкать,v,C2,8244
восхвалять,v,C2,8245
загрязнять,v,B2,8246
конвертировать,v,B2,8247
неполадка,n,B2,8248
помилование,n,B2,8249
дорожать,v,B1,8250
приправа,n,B1,8251
нахальный,adj,C1,8252
новаторский,adj,C2,8253
сталинизм,n,C1,8254
поститься,v,C1,8255
гениталии,n,B2,8256
сыпь,n,C1,8257
демонстрант,n,B2,8258
злокачественный,adj,C1,8259
клевый,adj,C1,8260
та,pron,A1,8261
консультироваться,v,B1,8262
родинка,n,B2,8263
сигнализировать,v,B2,8264
кожура,n,B2,8265
породистый,adj,B2,8266
гелий,n,B2,8267
загораживать,v,B2,8268
пороть,v,B2,8269
спячка,n,C1,8270
срать,v,C1,8271
чипсы,n,B1,8272
комиссариат,n,C2,8273
деканат,n,A2,8274
напрямик,adv,C2,8275
прачечная,n,B1,8276
выпечка,n,B2,8277
локализовать,v,B2,8278
декламировать,v,C1,8279
насмехаться,v,C1,8280
горчица,n,B1,8281
дисковод,n,B2,8282
экономный,adj,B1,8283
скептический,adj,C1,8284
проглатывать,v,B1,8285
циркуляция,n,B2,8286
уплотнение,n,C1,8287
викторина,n,B1,8288
развязывать,v,B1,8289
заражать,v,B2,8290
починка,n,B1,8291
злить,v,B2,8292
активировать,v,B2,8293
венерический,adj,B2,8294
целеустремленный,adj,B2,8295
искалечить,v,C1,8296
тухлый,adj,B2,8297
скачивать,v,B1,8298
ископаемый,adj,B2,8299
теологический,adj,C2,8300
противозачаточный,adj,B2,8301
полька,n,A1,8302
девальвация,n,C1,8303
пристройка,n,C1,8304
иронизировать,v,C1,8305
реализовываться,v,B2,8306
афера,n,C1,8307
развешивать,v,B1,8308
монтировать,v,B2,8309
ожидаемый,adj,B2,8310
зрелищный,adj,C1,8311
токсичный,adj,B2,8312
безналичный,adj,B1,8313
бензоколонка,n,B1,8314
ракетка,n,B1,8315
суицид,n,B2,8316
тролль,n,C1,8317
заразный,adj,B2,8318
коллекционировать,v,B1,8319
разочаровывать,v,B2,8320
кипятить,v,B1,8321
роспуск,n,C1,8322
предопределять,v,C2,8323
пиксел,n,B1,8324
выкупать,v,B2,8325
тщеславный,adj,B2,8326
подвинуться,v,B1,8327
допинг,n,B2,8328
нагружать,v,B2,8329
деспотизм,n,C1,8330
сваливаться,v,C1,8331
отклонять,v,C1,8332
рассеянность,n,B2,8333
лицемерный,adj,B2,8334
мошонка,n,C2,8335
одышка,n,C1,8336
резня,n,C1,8337
сгибать,v,B1,8338
повисать,v,C1,8339
антагонизм,n,C1,8340
квартплата,n,A2,8341
турникет,n,A2,8342
тире,n,B2,8343
увольняться,v,B2,8344
ланч,n,C1,8345
предрасположенность,n,C1,8346
сыворотка,n,B2,8347
абонемент,n,B1,8348
взламывать,v,B2,8349
где-либо,adv,B2,8350
жалить,v,B2,8351
заваривать,v,B2,8352
протеин,n,B2,8353
сплоченность,n,C2,8354
изумлять,v,C1,8355
встряхивать,v,B2,8356
гармонировать,v,B2,8357
сберегательный,adj,B2,8358
застенчивость,n,B2,8359
рептилия,n,B2,8360
дозировка,n,B2,8361
дидактический,adj,C1,8362
вербовать,v,C2,8363
клиентура,n,B2,8364
вычеркивать,v,B1,8365
зачислять,v,B2,8366
переносной,adj,B2,8367
высаживаться,v,C1,8368
домогаться,v,C2,8369
воодушевлять,v,C1,8370
сноуборд,n,B1,8371
внедорожник,n,C1,8372
лобок,n,C1,8373
жакет,n,C2,8374
плательщик,n,B1,8375
складной,adj,B2,8376
выслеживать,v,C1,8377
бронировать,v,B1,8378
флиртовать,v,B2,8379
правописание,n,B1,8380
сокурсник,n,B2,8381
веб,n,B1,8382
неверность,n,B2,8383
расистский,adj,B1,8384
иностранка,n,A1,8385
оповещать,v,B2,8386
извинять,v,B1,8387
охрипнуть,v,B2,8388
предохранение,n,B2,8389
кофеварка,n,A2,8390
наволочка,n,A2,8391
осязание,n,B1,8392
запаздывать,v,B2,8393
гарнир,n,A2,8394
упаковывать,v,A2,8395
европарламент,n prop,B2,8396
многоточие,n,B2,8397
предшествующий,adj,B2,8398
детсад,n,B1,8399
вдовец,n,A1,8400
бронирование,n,B1,8401
выпрямляться,v,B1,8402
пенальти,n,B1,8403
передозировка,n,B2,8404
преобразовывать,v,B2,8405
броский,adj,C2,8406
проглядеть,v,C1,8407
маклер,n,C2,8408
училка,n,C2,8409
самообразование,n,B2,8410
расчесывать,v,B2,8411
краситься,v,B2,8412
укроп,n,B2,8413
слизистая,n,B2,8414
судоходство,n,C1,8415
нервировать,v,B2,8416
растяжение,n,B2,8417
предохраняться,v,B2,8418
замороженный,adj,A2,8419
растворять,v,B2,8420
новаторство,n,C2,8421
пельмени,n,A2,8422
компрометировать,v,C1,8423
законченный,adj,B2,8424
единодушие,n,C1,8425
встраивать,v,B2,8426
км,n,A1,8427
заросли,n,C1,8428
продвинутый,v,C1,8429
зубрить,v,B1,8430
обменивать,v,B1,8431
жестикуляция,n,B2,8432
эмбарго,n,B2,8433
запутывать,v,C1,8434
солить,v,A2,8435
фокусировать,v,B2,8436
сосредоточивать,v,C1,8437
поселяться,v,C1,8438
невразумительный,adj,C2,8439
гной,n,B2,8440
наставать,v,B1,8441
сейсмический,adj,B2,8442
задержанный,n,B2,8443
склонение,n,B2,8444
сожитель,n,C1,8445
химчистка,n,A2,8446
вместимость,n,B2,8447
парниковый,adj,B2,8448
смиряться,v,C1,8449
взглядывать,v,B2,8450
предусмотрительность,n,C1,8451
недосмотр,n,C2,8452
мопед,n,B1,8453
эта,pron,A1,8454
порывать,v,C2,8455
ржаветь,v,B2,8456
гетеросексуальный,adj,B2,8457
пристрастный,adj,C1,8458
бастовать,v,B2,8459
очаровывать,v,C1,8460
угождать,v,C2,8461
отзывать,v,C2,8462
паркинг,n,A2,8463
распространенный,adj,B2,8464
возделывать,v,C2,8465
прибивать,v,B1,8466
двоеточие,n,B2,8467
удваивать,v,B2,8468
компакт-диск,n,B1,8469
пылиться,v,B2,8470
подбивать,v,C2,8471
занятой,adj,B2,8472
совокупляться,v,B2,8473
коррелировать,v,B2,8474
междугородний,adj,A2,8475
видеоклип,n,B1,8476
пирсинг,n,B2,8477
приостанавливать,v,C1,8478
приспосабливать,v,B2,8479
эрогенный,adj,B2,8480
паковать,v,A2,8481
выкручивать,v,B2,8482
эвтаназия,n,B2,8483
сверхурочный,adj,C1,8484
изжога,n,B2,8485
разглашать,v,B2,8486
столбняк,n,C1,8487
пацифист,n,B2,8488
стелить,v,B2,8489
документировать,v,C1,8490
пунктуальный,adj,B2,8491
предъявитель,n,C1,8492
разъединять,v,B2,8493
проходимость,n,C2,8494
дезертировать,v,C1,8495
дисквалификация,n,B2,8496
педофил,n,B2,8497
языковый,adj,C2,8498
оттянуться,v,C2,8499
резь,n,C2,8500
отсутствующий,adj,B1,8501
бомбардировать,v,B2,8502
полкило,n,A1,8503
черешня,n,B1,8504
опознавать,v,B2,8505
двд,n,C2,8506
затрещина,n,C2,8507
кворум,n,C1,8508
велик,adj,C2,8509
изнашиваться,v,B2,8510
наряжать,v,B2,8511
поручитель,n,C1,8512
млн,abbr,A2,8513
гомик,n,C1,8514
шоппинг,n,A2,8515
обосраться,v,B2,8516
выкачивать,v,C1,8517
толкотня,n,C2,8518
кг,abbr,A1,8519
обогрев,n,B2,8520
помечать,v,B2,8521
жульничество,n,C2,8522
миллиардный,num,A2,8523
вничью,adv,B1,8524
невоспитанный,adj,B2,8525
испорченный,adj,B1,8526
квартиросъемщик,n,B2,8527
уравновешенный,adj,B2,8528
одалживать,v,B1,8529
пиктограмма,n,B2,8530
наедаться,v,B2,8531
преобладающий,v,C1,8532
чествование,n,C2,8533
незрячий,adj,B2,8534
упразднять,v,C2,8535
размешивать,v,B1,8536
лесбийский,adj,B1,8537
жеребьевка,n,B2,8538
вцепляться,v,C2,8539
бойкотировать,v,C1,8540
преуменьшать,v,C1,8541
приукрашивать,v,C1,8542
разлучаться,v,C2,8543
удостаивать,v,C2,8544
свататься,v,C1,8545
перекусывать,v,B1,8546
заплетать,v,C1,8547
подавленный,adj,C1,8548
тебе,pron,A1,8549
ей,pron,A1,8550
джемпер,n,A2,8551
отгадывать,v,A2,8552
резервировать,v,A2,8553
дешеветь,v,B1,8554
укорачивать,v,B2,8555
побивать,v,C2,8556
пресмыкающееся,n,B2,8557
единогласный,adj,B2,8558
автофокус,n,B2,8559
беспристрастность,n,C2,8560
именительный,adj,A1,8561
втискивать,v,C2,8562
деепричастие,n,B2,8563
оснащать,v,C1,8564
дециметр,n,A2,8565
попрошайничать,v,C1,8566
индикация,n,B2,8567
кадры,n,B2,8568
завладевать,v,C2,8569
гриль,n,A2,8570
авитаминоз,n,B2,8571
захватывающий,adj,B2,8572
родительный,adj,A2,8573
мэйл,n,B2,8574
выучивать,v,A1,8575
попкорн,n,A2,8576
предназначать,v,C1,8577
остужать,v,B1,8578
вымещать,v,C2,8579
конвертируемый,adj,B2,8580
блоггер,n,B1,8581
тобой,pron,A2,8582
