lemma,pos,frequency_rank,cefr_level,notes
широкий,adj,1121,A2,
прекрасный,adj,1122,A2,
будущее,n,1123,A2,
литература,n,1124,A2,
зал,n,1125,A2,
услышать,v,1126,A2,
разве,particle,1127,A2,
счастье,n,1128,A2,
ветер,n,1129,A2,
курс,n,1130,A2,
бывший,adj,1131,A2,
чистый,adj,1132,A2,
специальный,adj,1133,A2,
потерять,v,1134,A2,
враг,n,1135,a2,
вызывать,v,1136,A2,
рассказ,n,1137,A2,
однажды,adv,1138,A2,
представление,n,1139,A2,
поехать,v,1140,a2,
долгий,adj,1141,a2,
угол,n,1142,A2,
скорость,n,1143,a2,
подходить,v,1144,A2,
видно,adv,1145,A2,
новость,n,1146,A2,
список,n,1147,A2,
обязательно,adv,1148,A2,
примерно,adv,1149,A2,
ученый,adj,1150,a2,
объем,n,1151,a2,
вперед,adv,1152,A2,
писатель,n,1153,A2,
звезда,n,1154,A2,
получаться,v,1155,A2,
старший,adj,1156,A2,
внутри,adv,1157,A2,
здоровье,n,1158,a2,
расти,v,1159,A2,
читатель,n,1160,A2,
встречаться,v,1161,A2,
счастливый,adj,1162,A2,
кажется,adv,1163,A2,
техника,n,1164,A2,
подготовка,n,1165,A2,
легкий,adj,1166,A2,
сожаление,n,1167,A2,
городской,adj,1168,A2,
недавно,adv,1169,A2,
клуб,n,1170,A2,
выражение,n,1171,A2,
платить,v,1172,A2,
спокойно,adv,1173,A2,
театр,n,1174,A2,
рф,n prop,1175,A2,
отличаться,v,1176,A2,
кричать,v,1177,A2,
цветок,n,1178,A2,
носить,v,1179,A2,
болезнь,n,1180,A2,
обучение,n,1181,A2,
запись,n,1182,A2,
упасть,v,1183,a2,
вниз,adv,1184,A2,
вниз,prep,1185,A2,
выборы,n,1186,A2,
реклама,n,1187,A2,
животное,n,1188,A2,
чего,pron,1189,A2,
передача,n,1190,A2,
фраза,n,1191,A2,
находить,v,1192,A2,
капитан,n,1193,A2,
профессор,n,1194,A2,
полезный,adj,1195,A2,
слабый,adj,1196,a2,
лист,n,1197,A2,
бить,v,1198,A2,
высота,n,1199,A2,
звонить,v,1200,A2,
ясно,adv,1201,A2,
молчать,v,1202,A2,
остров,n prop,1203,A2,
приятный,adj,1204,A2,
сад,n,1205,A2,
детство,n,1206,A2,
тонкий,adj,1207,A2,
смеяться,v,1208,A2,
яркий,adj,1209,A2,
слеза,n,1210,A2,
верный,adj,1211,A2,
поезд,n,1212,A2,
официальный,adj,1213,A2,
польза,n,1214,A2,
обратно,adv,1215,A2,
мешать,v,1216,A2,
настроение,n,1217,A2,
птица,n,1218,A2,
вверх,adv,1219,A2,
музей,n,1220,A2,
улыбка,n,1221,a2,
стихи,n,1222,A2,
домашний,adj,1223,A2,
активный,adj,1224,A2,
электронный,adj,1225,A2,
морской,adj,1226,A2,
отсюда,adv,1227,A2,
улыбаться,v,1228,A2,
поздно,adv,1229,A2,
звучать,v,1230,A2,
редко,adv,1231,A2,
разговаривать,v,1232,A2,
плакать,v,1233,A2,
опасность,n,1234,A2,
полет,n,1235,A2,
строить,v,1236,A2,
лететь,v,1237,A2,
лошадь,n,1238,a2,
коридор,n,1239,A2,
исключение,n,1240,A2,
конкурс,n,1241,a2,
ночной,adj,1242,A2,
глубоко,adv,1243,A2,
садиться,v,1244,A2,
друг друга,mwe,1245,A2,
напротив,adv,1246,A2,
обращение,n,1247,a2,
тихий,adj,1248,A2,
менять,v,1249,A2,
чей,pron,1250,A2,
научиться,v,1251,A2,
медицинский,adj,1252,A2,
середина,n,1253,A2,
запах,n,1254,A2,
ездить,v,1255,A2,
терять,v,1256,A2,
выставка,n,1257,A2,
учебный,adj,1258,a2,
вес,n,1259,A2,
просьба,n,1260,A2,
радио,n,1261,A2,
вкус,n,1262,A2,
миллиард,num,1263,A2,
подниматься,v,1264,A2,
поступать,v,1265,A2,
нижний,adj,1266,A2,
газ,n,1267,A2,
четвертый,num,1268,A2,
крыша,n,1269,A2,
звонок,n,1270,A2,
уважаемый,adj,1271,A2,
честно,adv,1272,a2,
лет назад,mwe,1273,A2,
стекло,N,1274,A2,
гореть,v,1275,A2,
встречать,v,1276,A2,
свежий,adj,1277,A2,
впереди,adv,1278,A2,
семейный,adj,1279,A2,
трава,n,1280,A2,
ящик,n,1281,A2,
сказка,n,1282,A2,
расстояние,n,1283,A2,
зло,adv,1284,a2,
цифра,n,1285,A2,
веселый,adj,1286,A2,
диск,n,1287,A2,
удобный,adj,1288,A2,
лестница,n,1289,A2,
продавать,v,1290,A2,
кусок,n,1291,A2,
постель,n,1292,A2,
верхний,adj,1293,A2,
вставать,v,1294,a2,
малыш,n,1295,A2,
смех,n,1296,A2,
узкий,adj,1297,A2,
оттуда,adv,1298,A2,
мост,n,1299,A2,
поездка,n,1300,A2,
компьютерный,adj,1301,A2,
тишина,n,1302,A2,
далекий,adj,1303,a2,
покупатель,n,1304,A2,
зарплата,n,1305,A2,
зритель,n,1306,A2,
пакет,n,1307,A2,
мечтать,v,1308,A2,
странно,adv,1309,A2,
ресторан,n,1310,A2,
плата,n,1311,A2,
раньше,adv,1312,A2,
луна,n prop,1313,A2,
приезжать,v,1314,A2,
отдавать,v,1315,A2,
проверка,n,1316,A2,
зеркало,n,1317,a2,
обратный,adj,1318,A2,
строка,n,1319,A2,
чисто,adv,1320,A2,
плюс,n,1321,A2,
толстый,adj,1322,A2,
пятый,num,1323,A2,
висеть,v,1324,A2,
отличный,adj,1325,A2,
соседний,adj,1326,A2,
младший,adj,1327,A2,
концерт,n,1328,A2,
окончание,n,1329,A2,
везде,adv,1330,A2,
несчастный,adj,1331,A2,
парк,n,1332,A2,
полтора,num,1333,A2,
поднимать,v,1334,A2,
глупый,adj,1335,A2,
представляться,v,1336,A2,
задний,adj,1337,A2,
добро,n,1338,a2,
объяснение,n,1339,A2,
путешествие,n,1340,A2,
честный,adj,1341,A2,
кот,n,1342,A2,
бросать,v,1343,A2,
температура,n,1344,A2,
отдых,n,1345,A2,
летать,v,1346,A2,
костюм,n,1347,a2,
сухой,adj,1348,A2,
вагон,n,1349,A2,
продолжение,n,1350,A2,
штука,n,1351,A2,
картинка,n,1352,A2,
деревянный,adj,1353,A2,
образец,n,1354,A2,
профессия,n,1355,A2,
из-под,adpos,1356,A2,
школьный,adj,1357,A2,
гостиница,n,1358,A2,
сверху,adv,1359,A2,
телефонный,adj,1360,A2,
грязный,adj,1361,A2,
кольцо,n,1362,A2,
настоящее время,mwe,1363,A2,
подождать,v,1364,A2,
одинаковый,adj,1365,a2,
курить,v,1366,a2,
дышать,v,1367,A2,
привычка,n,1368,A2,
хвост,n,1369,A2,
тянуть,v,1370,A2,
случаться,v,1371,A2,
облако,n,1372,A2,
памятник,n,1373,A2,
офис,n,1374,A2,
отель,n,1375,A2,
строго,adv,1376,A2,
кнопка,n,1377,a2,
неприятный,adj,1378,A2,
океан,n,1379,A2,
останавливаться,v,1380,A2,
летний,adj,1381,A2,
лекция,n,1382,a2,
не может быть,mwe,1383,A2,
посылать,v,1384,A2,
смешной,adj,1385,A2,
ненавидеть,v,1386,A2,
колесо,n,1387,A2,
крест,n,1388,A2,
отлично,adv,1389,A2,
зверь,n,1390,A2,
поворот,n,1391,A2,
упражнение,n,1392,A2,
друг другу,mwe,1393,A2,
приближаться,v,1394,A2,
кормить,v,1395,A2,
лед,n,1396,A2,
жениться,v,1397,A2,
грязь,n,1398,A2,
потолок,n,1399,A2,
аудитория,n,1400,a2,
отпуск,n,1401,A2,
внизу,adv,1402,A2,
прочесть,v,1403,a2,
проверять,v,1404,A2,
бесплатный,adj,1405,A2,
горло,n,1406,A2,
научить,v,1407,A2,
тратить,V,1408,A2,
съесть,v,1409,A2,
подросток,n,1410,A2,
уважать,v,1411,A2,
выходной,n,1412,A2,
замуж,adv,1413,A2,
весело,adv,1414,a2,
пробовать,v,1415,a2,
мороз,n,1416,a2,
шар,n,1417,A2,
вокзал,n,1418,A2,
открываться,v,1419,A2,
сзади,adv,1420,A2,
инструкция,n,1421,A2,
кафе,n,1422,A2,
советовать,v,1423,A2,
незнакомый,adj,1424,A2,
мокрый,adj,1425,A2,
доходить,v,1426,A2,
голод,n,1427,A2,
зимний,adj,1428,A2,
жалко,adv,1429,A2,
нигде,adv,1430,A2,
неплохо,adv,1431,A2,
высоко,adv,1432,A2,
выше,adv,1433,a2,
благодарить,v,1434,A2,
соревнование,n,1435,A2,
роза,n,1436,a2,
ниже,adj,1437,A2,
мода,n,1438,A2,
стенка,n,1439,A2,
узнавать,v,1440,A2,
слева,adv,1441,A2,
то же самое,mwe,1442,A2,
пояс,n,1443,A2,
торопиться,v,1444,A2,
мелочь,n,1445,A2,
справа,adv,1446,A2,
вовремя,adv,1447,A2,
кусочек,n,1448,A2,
неплохой,adj,1449,A2,
корова,n,1450,A2,
ложиться,v,1451,a2,
письменный,adj,1452,A2,
кремль,n prop,1453,A2,
передний,adj,1454,A2,
шестой,num,1455,A2,
блин,n,1456,A2,
наверх,adv,1457,A2,
внутрь,adv,1458,A2,
справка,n,1459,A2,
ветка,n,1460,A2,
почтовый,adj,1461,A2,
каталог,n,1462,A2,
целовать,v,1463,A2,
испугаться,v,1464,A2,
с удовольствием,mwe,1465,A2,
течь,v,1466,A2,
немножко,adv,1467,A2,
градус,n,1468,A2,
сломать,v,1469,A2,
медицина,n,1470,A2,
россиянин,n,1471,A2,
плыть,v,1472,a2,
вредный,adj,1473,A2,
тетя,n,1474,a2,
прыгать,v,1475,A2,
школьник,n,1476,A2,
юмор,n,1477,A2,
спальня,n,1478,A2,
нарисовать,v,1479,A2,
поцеловать,v,1480,A2,
утренний,adj,1481,A2,
совершенный,adj,1482,a2,
цветной,adj,1483,A2,
ничего,adv,1484,A2,
лифт,n,1485,A2,
седьмой,num,1486,A2,
батарея,n,1487,A2,
рассвет,n,1488,A2,
недалеко,adv,1489,A2,
модный,adj,1490,A2,
друг с другом,mwe,1491,A2,
железнодорожный,adj,1492,A2,
водить,v,1493,A2,
записывать,v,1494,A2,
лечить,v,1495,A2,
москвич,n,1496,A2,
валюта,n,1497,A2,
белье,n,1498,a2,
отправлять,v,1499,A2,
вчерашний,adj,1500,A2,
шутить,v,1501,a2,
приглашение,n,1502,A2,
вслух,adv,1503,A2,
посольство,n,1504,A2,
пачка,n,1505,A2,
увеличиваться,v,1506,A2,
засмеяться,v,1507,A2,
просыпаться,v,1508,A2,
трудиться,v,1509,A2,
грустный,adj,1510,A2,
стучать,v,1511,A2,
ковер,n,1512,A2,
по-другому,adv,1513,A2,
монета,n,1514,A2,
слышно,adv,1515,A2,
увеличивать,v,1516,A2,
загадка,n,1517,A2,
минус,n,1518,A2,
отходить,v,1519,a2,
проехать,v,1520,A2,
смешно,adv,1521,A2,
автомобильный,adj,1522,A2,
мусор,n,1523,A2,
худой,adj,1524,A2,
полюбить,v,1525,A2,
чуть-чуть,adv,1526,A2,
гостиная,n,1527,a2,
балкон,n,1528,A2,
поцелуй,n,1529,A2,
прощение,n,1530,A2,
чемпионат,n,1531,A2,
пот,n,1532,A2,
стрелка,n,1533,A2,
заканчивать,v,1534,A2,
полдень,n,1535,a2,
авария,n,1536,A2,
строчка,n,1537,A2,
крышка,n,1538,A2,
заболеть,v,1539,A2,
меню,n,1540,A2,
таблетка,n,1541,A2,
языковой,adj,1542,A2,
акцент,n,1543,A2,
замолчать,v,1544,A2,
халат,n,1545,a2,
снизу,adv,1546,a2,
весенний,adj,1547,A2,
делить,v,1548,A2,
жара,n,1549,a2,
разбудить,v,1550,A2,
пешком,adv,1551,A2,
наружу,adv,1552,A2,
бензин,n,1553,A2,
неверный,adj,1554,A2,
восьмой,num,1555,A2,
праздничный,adj,1556,A2,
гриб,n,1557,a2,
ступенька,n,1558,A2,
балл,N,1559,A2,
худший,adj,1560,A2,
разрешать,v,1561,A2,
воспитывать,v,1562,A2,
вдвоем,adv,1563,A2,
биография,n,1564,A2,
рюкзак,n,1565,A2,
ноутбук,n,1566,A2,
ежедневный,adv,1567,A2,
тв,abbr,1568,A2,
пароль,n,1569,A2,
забирать,v,1570,A2,
снаружи,adv,1571,A2,
каша,n,1572,A2,
жажда,n,1573,A2,
проезд,n,1574,A2,
кукла,n,1575,A2,
фунт,n,1576,A2,
жаркий,adj,1577,a2,
мм,abbr,1578,a2,
тем,pron,1579,A2,
подземный,adj,1580,A2,
осенний,adj,1581,A2,
четверо,num,1582,A2,
подружка,n,1583,A2,
телевизионный,adj,1584,A2,
аренда,n,1585,A2,
календарь,n,1586,A2,
ширина,n,1587,A2,
десятый,num,1588,A2,
запрещать,v,1589,A2,
жир,n,1590,A2,
газовый,adj,1591,A2,
направо,adv,1592,A2,
надевать,v,1593,A2,
полночь,n,1594,a2,
резать,v,1595,A2,
шофер,n,1596,A2,
жирный,adj,1597,A2,
недолго,adv,1598,A2,
знакомиться,v,1599,A2,
экскурсия,n,1600,A2,
стройный,adj,1601,a2,
заголовок,n,1602,A2,
скучать,v,1603,A2,
ругать,v,1604,A2,
шампанское,n,1605,A2,
девятый,num,1606,A2,
гараж,n,1607,A2,
тестирование,n,1608,A2,
налево,adv,1609,A2,
выезжать,v,1610,A2,
убирать,v,1611,A2,
рейс,n,1612,A2,
рождество,n prop,1613,A2,
наверху,adv,1614,A2,
поблагодарить,v,1615,A2,
вылет,n,1616,a2,
различать,v,1617,A2,
ночевать,v,1618,A2,
отличать,V,1619,A2,
дружить,v,1620,A2,
убегать,v,1621,A2,
скидка,n,1622,A2,
прибытие,n,1623,A2,
заплакать,v,1624,A2,
квадрат,n,1625,a2,
лампочка,N,1626,A2,
путешествовать,v,1627,A2,
молочный,adj,1628,A2,
возить,v,1629,A2,
толкать,v,1630,A2,
новогодний,adj,1631,A2,
декларация,n,1632,a2,
прощаться,v,1633,a2,
шерсть,n,1634,a2,
тупик,n,1635,A2,
преподавать,v,1636,A2,
срочный,adj,1637,A2,
интонация,n,1638,A2,
жительство,n,1639,A2,
заказывать,v,1640,A2,
рюмка,n,1641,A2,
деление,n,1642,a2,
нелегкий,adj,1643,A2,
официант,n,1644,A2,
плавание,n,1645,a2,
щенок,n,1646,A2,
дальше,adv,1647,a2,
расписание,n,1648,A2,
все в порядке,mwe,1649,A2,
за границей,adv,1650,A2,
доехать,v,1651,A2,
медсестра,n,1652,A2,
купаться,v,1653,A2,
кран,n,1654,A2,
ежегодный,adj,1655,A2,
витамин,n,1656,A2,
аппетит,n,1657,A2,
кошелек,n,1658,A2,
относить,v,1659,a2,
неправда,n,1660,A2,
фотоаппарат,n,1661,A2,
простыня,n,1662,A2,
варить,v,1663,A2,
чистить,v,1664,A2,
гладить,v,1665,a2,
уменьшаться,v,1666,A2,
дружно,adv,1667,A2,
путешественник,n,1668,A2,
бег,n,1669,A2,
начинающий,adj,1670,A2,
блондинка,n,1671,A2,
елка,n,1672,a2,
холл,n,1673,a2,
извиняться,v,1674,a2,
поворачивать,v,1675,A2,
предъявлять,v,1676,A2,
туризм,n,1677,A2,
каникулы,n,1678,A2,
вправо,adv,1679,A2,
гроза,n,1680,A2,
прибывать,v,1681,A2,
присылать,v,1682,A2,
соединять,v,1683,A2,
см,abbr,1684,a2,
будить,v,1685,A2,
низко,adv,1686,A2,
закрываться,v,1687,A2,
привыкать,v,1688,A2,
влево,adv,1689,A2,
повар,n,1690,A2,
устный,adj,1691,A2,
пена,n,1692,A2,
подоконник,n,1693,A2,
постучать,v,1694,A2,
горячо,adv,1695,a2,
электричка,n,1696,A2,
прощание,n,1697,A2,
цирк,n,1698,A2,
посылка,n,1699,a2,
счастливо,adv,1700,A2,
горько,adv,1701,A2,
перекресток,n,1702,A2,
поздравление,n,1703,a2,
крем,n,1704,A2,
близнец,n,1705,a2,
выбрасывать,v,1706,A2,
стадион,n,1707,A2,
стирать,v,1708,A2,
двадцатый,num,1709,A2,
котенок,n,1710,A2,
кидать,v,1711,A2,
сонный,adj,1712,A2,
ягода,n,1713,A2,
бульвар,n,1714,A2,
привозить,v,1715,A2,
шахматы,n,1716,A2,
университетский,adj,1717,A2,
прихожая,n,1718,a2,
страховка,n,1719,A2,
неприятно,adv,1720,A2,
отводить,v,1721,A2,
вылетать,v,1722,A2,
наливать,v,1723,A2,
грипп,n,1724,A2,
извинение,n,1725,A2,
вырастать,v,1726,A2,
поликлиника,n,1727,A2,
сытый,adj,1728,A2,
уставать,v,1729,A2,
различаться,v,1730,A2,
первое,n,1731,A2,
диктовать,v,1732,A2,
наземный,adj,1733,A2,
кухонный,adj,1734,A2,
мостик,n,1735,A2,
запирать,v,1736,a2,
абзац,n,1737,A2,
дискотека,n,1738,A2,
купе,n,1739,A2,
уносить,v,1740,A2,
бланк,n,1741,A2,
пасха,n prop,1742,A2,
нулевой,adj,1743,A2,
земляк,n,1744,A2,
исправлять,v,1745,A2,
вынимать,v,1746,a2,
